source,title,summary,link,published,sentiment,umap1,umap2
Hacker news,Chile to Nationalize Lithium Industry,"<p>Article URL: <a href=""https://www.reuters.com/markets/commodities/chiles-boric-announces-plan-nationalize-lithium-industry-2023-04-21/"">https://www.reuters.com/markets/commodities/chiles-boric-announces-plan-nationalize-lithium-industry-2023-04-21/</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35860473"">https://news.ycombinator.com/item?id=35860473</a></p>
<p>Points: 160</p>
<p># Comments: 132</p>",https://www.reuters.com/markets/commodities/chiles-boric-announces-plan-nationalize-lithium-industry-2023-04-21/,"Mon, 08 May 2023 11:41:55 +0000",neutral,16.701414,-3.308666
Hacker news,The plan to explode a nuclear bomb on the Moon,"<p>Article URL: <a href=""https://www.bbc.com/future/article/20230505-the-crazy-plan-to-explode-a-nuclear-bomb-on-the-moon"">https://www.bbc.com/future/article/20230505-the-crazy-plan-to-explode-a-nuclear-bomb-on-the-moon</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35860414"">https://news.ycombinator.com/item?id=35860414</a></p>
<p>Points: 40</p>
<p># Comments: 24</p>",https://www.bbc.com/future/article/20230505-the-crazy-plan-to-explode-a-nuclear-bomb-on-the-moon,"Mon, 08 May 2023 11:30:51 +0000",negative,13.999494,-1.9859757
Hacker news,Canada extends copyright protection another 20 years to meet trade obligation,"<p>Article URL: <a href=""https://www.theglobeandmail.com/canada/article-canada-extends-copyright-protection-another-20-years-to-meet-new-trade/"">https://www.theglobeandmail.com/canada/article-canada-extends-copyright-protection-another-20-years-to-meet-new-trade/</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35860401"">https://news.ycombinator.com/item?id=35860401</a></p>
<p>Points: 136</p>
<p># Comments: 54</p>",https://www.theglobeandmail.com/canada/article-canada-extends-copyright-protection-another-20-years-to-meet-new-trade/,"Mon, 08 May 2023 11:29:00 +0000",neutral,16.741028,0.07182963
Hacker news,KeePassXC pull request to add basic support for WebAuthn,"<p>Article URL: <a href=""https://github.com/keepassxreboot/keepassxc/pull/8825"">https://github.com/keepassxreboot/keepassxc/pull/8825</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35859877"">https://news.ycombinator.com/item?id=35859877</a></p>
<p>Points: 218</p>
<p># Comments: 145</p>",https://github.com/keepassxreboot/keepassxc/pull/8825,"Mon, 08 May 2023 10:00:51 +0000",neutral,18.019321,-2.57934
Hacker news,PSVR2 hardware authentication has been cracked on PC,"<p>Article URL: <a href=""https://www.neogaf.com/threads/psvr2-hardware-authentication-has-been-cracked-on-pc.1656277/"">https://www.neogaf.com/threads/psvr2-hardware-authentication-has-been-cracked-on-pc.1656277/</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35859822"">https://news.ycombinator.com/item?id=35859822</a></p>
<p>Points: 75</p>
<p># Comments: 53</p>",https://www.neogaf.com/threads/psvr2-hardware-authentication-has-been-cracked-on-pc.1656277/,"Mon, 08 May 2023 09:50:57 +0000",negative,14.7657995,1.3749101
Hacker news,Tensegrity Wiki,"<p>Article URL: <a href=""https://tensegritywiki.com/index.php?title=Main_Page"">https://tensegritywiki.com/index.php?title=Main_Page</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35859752"">https://news.ycombinator.com/item?id=35859752</a></p>
<p>Points: 51</p>
<p># Comments: 20</p>",https://tensegritywiki.com/index.php?title=Main_Page,"Mon, 08 May 2023 09:38:11 +0000",neutral,13.808286,1.1356479
Hacker news,"RasaGPT: First headless LLM chatbot built on top of Rasa, Langchain and FastAPI","<p>Article URL: <a href=""https://github.com/paulpierre/RasaGPT"">https://github.com/paulpierre/RasaGPT</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35859344"">https://news.ycombinator.com/item?id=35859344</a></p>
<p>Points: 129</p>
<p># Comments: 74</p>",https://github.com/paulpierre/RasaGPT,"Mon, 08 May 2023 08:31:37 +0000",neutral,15.995864,1.6346539
Hacker news,"Street Fighter II, paper trails (2021)","<p>Article URL: <a href=""https://fabiensanglard.net/sf2_sheets/index.html"">https://fabiensanglard.net/sf2_sheets/index.html</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35859338"">https://news.ycombinator.com/item?id=35859338</a></p>
<p>Points: 194</p>
<p># Comments: 13</p>",https://fabiensanglard.net/sf2_sheets/index.html,"Mon, 08 May 2023 08:30:58 +0000",neutral,13.469053,-0.31228507
Hacker news,DJI drone flight log viewer,"<p>Article URL: <a href=""https://www.flightreader.com/"">https://www.flightreader.com/</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35859281"">https://news.ycombinator.com/item?id=35859281</a></p>
<p>Points: 75</p>
<p># Comments: 41</p>",https://www.flightreader.com/,"Mon, 08 May 2023 08:21:17 +0000",neutral,14.518189,1.7951905
Hacker news,Greta Mary Sequeira Valentine,"<p>Article URL: <a href=""http://www.artsmarket.co.uk/greta-valentine/greta-mary-sequeira-valentine.htm"">http://www.artsmarket.co.uk/greta-valentine/greta-mary-sequeira-valentine.htm</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35858357"">https://news.ycombinator.com/item?id=35858357</a></p>
<p>Points: 11</p>
<p># Comments: 0</p>",http://www.artsmarket.co.uk/greta-valentine/greta-mary-sequeira-valentine.htm,"Mon, 08 May 2023 05:14:02 +0000",neutral,14.044651,-1.3135706
Hacker news,"You don't need Scrum, you just need to do Kanban right (2022)","<p>Article URL: <a href=""https://lucasfcosta.com/2022/10/02/scrum-versus-kanban.html"">https://lucasfcosta.com/2022/10/02/scrum-versus-kanban.html</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35857463"">https://news.ycombinator.com/item?id=35857463</a></p>
<p>Points: 278</p>
<p># Comments: 248</p>",https://lucasfcosta.com/2022/10/02/scrum-versus-kanban.html,"Mon, 08 May 2023 02:30:37 +0000",neutral,13.839243,-0.57634145
Hacker news,Vint Cerf on mistakes he made in TCP/IP,"<p>Article URL: <a href=""https://spectrum.ieee.org/vint-cerf-mistakes"">https://spectrum.ieee.org/vint-cerf-mistakes</a></p>
<p>Comments URL: <a href=""https://news.ycombinator.com/item?id=35857439"">https://news.ycombinator.com/item?id=35857439</a></p>
<p>Points: 64</p>
<p># Comments: 70</p>",https://spectrum.ieee.org/vint-cerf-mistakes,"Mon, 08 May 2023 02:26:56 +0000",negative,15.725664,0.06990131
LessWrong,[Crosspost] Unveiling the American Public Opinion on AI Moratorium and Government Intervention: The Impact of Media Exposure,"Published on May 8, 2023 2:09 PM GMT<br /><br /><p><i>This is a summary of a follow-up study conducted by the Existential Risk Observatory, which delves into a greater number media items. To access our previous study, please&nbsp;</i><a href=""https://forum.effectivealtruism.org/posts/fqXLT7NHZGsLmjH4o/paper-summary-the-effectiveness-of-ai-existential-risk""><i>follow this link</i></a><i>. This is the second post on the data collected on the second iteration of research done by the Existential Risk Observatory. This second post covers a new aspect of this study: the views of the American general public on the idea of imposing an AI moratorium and their likelihood of voting. To read the first post, please&nbsp;</i><a href=""https://forum.effectivealtruism.org/posts/YweBjDwgdco669H72/ai-x-risk-in-the-news-how-effective-are-recent-media-items""><i>follow this link</i></a><i>.</i></p><h1><strong>Research Objectives</strong></h1><p>The objective of this study is to explore the attitudes of the American population towards the concept of imposing a six-month pause on training AI-models more capable than GPT-4 and their inclination to vote, both prior to and after receiving information about the potential existential dangers of AI. The approach taken involved analyzing the changes in the opinions of the study participants towards the AI moratorium, following their exposure to media interventions.</p><h1><strong>Measurements and Operationalization</strong></h1><p>The study employed three primary measurements - ""Pause Laboratories,"" ""Pause Government,"" and ""Voting Likelihood"" - to assess changes in participants' perceptions before and after the media intervention. The ""Pause Laboratories"" measurement evaluated participants' views on whether AI labs should pause training of AI systems that are more advanced than GPT-4 for at least six months. The ""Pause Government"" measurement gauged participants' opinions on whether the US government should impose a moratorium on training more powerful AI systems than GPT-4 if the labs do not implement a pause quickly. The ""Voting Likelihood"" measurement assessed participants' likelihood of voting in a referendum on temporarily halting the training of AI systems, rated on a scale from 0 (definitely not voting) to 10 (certain to vote).</p><p>To gather data, the study used Prolific, a platform that locates survey respondents based on predefined criteria. The study involved 300 participants, with 50 participants in each survey, who had to be US residents, fluent in English, and at least 18 years old.</p><h1><strong>Data Collection and Analysis</strong></h1><p>Data was collected through surveys in April 2023. The data analysis comprised three main sections: (1) comparing changes in the key indicators before and after the intervention, (2) exploring participants' views on the possibility of an AI moratorium and their likelihood of voting for it, and (3) assessing the number of participants who were familiar with or had confidence in the media channel used in the intervention.</p><h1><strong>Media Items Examined</strong></h1><ol><li>CNN:&nbsp;<a href=""https://edition.cnn.com/videos/tech/2023/04/01/smr-experts-demand-pause-on-ai.cnn"">Stuart Russell on why A.I. experiments must be paused</a></li><li>CNBC:&nbsp;<a href=""https://www.cnbc.com/video/2023/03/30/heres-why-ai-needs-a-six-month-pause-nyu-professor-gary-marcus.html"">Here's why A.I. needs a six-month pause: NYU Professor Gary Marcus</a></li><li>The Economist:&nbsp;<a href=""https://www.youtube.com/watch?v=ANn9ibNo9SQ"">How to stop AI going rogue</a></li><li>Time 1:&nbsp;<a href=""https://time.com/6258483/uncontrollable-ai-agi-risks/"">Why Uncontrollable AI Looks More Likely Than Ever | Time</a></li><li>Time 2:&nbsp;<a href=""https://time.com/6266923/ai-eliezer-yudkowsky-open-letter-not-enough/"">The Only Way to Deal With the Threat From AI? Shut It Down | Time</a></li><li>FoxNews Article:&nbsp;<a href=""https://www.foxnews.com/tech/artificial-intelligence-godfather-ai-possibly-wiping-humanity-not-inconceivable"">Artificial intelligence 'godfather' on AI possibly wiping out humanity: ‘It's not inconceivable’ | Article</a></li><li>FoxNews Video:&nbsp;<a href=""https://www.foxnews.com/video/6323668557112"">White House responds to concerns about AI development | Video</a></li></ol><h1><strong>Results</strong></h1><h2><strong>Pause Laboratories</strong></h2><p>The graph below illustrates the breakdown of participant responses (Yes, No, Maybe) to the Pause Laboratories indicator, which assesses their opinion on whether AI labs should halt the training of AI systems more advanced than GPT-4 for a minimum of six months. Prior to the intervention, the Yes and Maybe responses were on average 61 percent, with the Yes response with an average of 24 percent.&nbsp;</p><p>After exposure to media interventions, most surveys showed an increase in both Yes and Maybe responses, except for the Fox News survey, which had a decrease in Yes responses. The Yes and Maybe responses were on average 73 percent, with the Yes response with an average of 39 percent. The highest Yes rates after the intervention were found in the CNBC and CNN surveys at 54 percent.</p><p>&nbsp;</p><p>&nbsp;</p><p><img src=""https://res.cloudinary.com/cea/image/upload/f_auto,q_auto/v1/mirroredImages/EoqeJCBiuJbMTKfPZ/d5o4ypzut6bpexw6z38h"" />Figure 1: Change in public opinion on AI moratorium per the Pause Laboratories indicator after the intervention across surveys</p><h3><strong>Pre Reasons for Participants that Answered No</strong></h3><p>&nbsp;</p><p><img src=""https://res.cloudinary.com/cea/image/upload/f_auto,q_auto/v1/mirroredImages/EoqeJCBiuJbMTKfPZ/xygzzjadcyfma4vvmqnz"" /></p><p>Figure 2: Participants’ reasons given for answering No to Pause Laboratories indicator prior to intervention</p><h3><strong>Pre Reasons for Participants that Answered Yes</strong></h3><p><img src=""https://res.cloudinary.com/cea/image/upload/f_auto,q_auto/v1/mirroredImages/EoqeJCBiuJbMTKfPZ/e55ncmxzr69jn0h8qb6x"" /></p><p>Figure 3: Participants’ reasons given for answering Yes to Pause Laboratories indicator prior to intervention</p><h2><strong>Pause Government</strong></h2><p>The graph below illustrates the breakdown of participant responses (Yes, No, Maybe) to the Pause Government indicator, which measures the opinions of participants on whether the US government should enforce a ban on the training of AI systems more advanced than GPT-4, in the event that labs do not implement a quick enough pause. Prior to the intervention, the Yes and Maybe responses were on average 56 percent, with the Yes response with an average of 22 percent.&nbsp;</p><p>After the intervention, all surveys except for the Fox News survey showed an increase in both Yes and Maybe responses. The Yes and Maybe responses were on average 69 percent, with the Yes response with an average of 35 percent. The highest Yes rates after the intervention were found in the CNBC and CNN surveys at respectively 52 and 44 percent.&nbsp;</p><p><img src=""https://res.cloudinary.com/cea/image/upload/f_auto,q_auto/v1/mirroredImages/EoqeJCBiuJbMTKfPZ/dzoal31gjxcnjbd1cfc0"" /></p><p>Figure 4: Change in public opinion on AI moratorium per the Pause Government indicator after the intervention across surveys</p><h3><strong>Pre Reasons for Participants that Answered No</strong></h3><p><i><img src=""https://res.cloudinary.com/cea/image/upload/f_auto,q_auto/v1/mirroredImages/EoqeJCBiuJbMTKfPZ/nphjzjzh4ngekaja5jzi"" /></i></p><p>Figure 5: Participants’ reasons given for answering No to Pause Government indicator prior to intervention</p><h3><strong>Pre Reasons for Participants that Answered Yes</strong></h3><p><i><img src=""https://res.cloudinary.com/cea/image/upload/f_auto,q_auto/v1/mirroredImages/EoqeJCBiuJbMTKfPZ/ali4f1phz2vs0pdajngp"" /></i></p><p>Figure 6: Participants’ reasons given for answering Yes to Pause Government indicator prior to intervention</p><h2><strong>Pause Laboratories + Pause Government</strong></h2><p>This section investigates the relationship between the Pause Laboratories and Pause Government indicators and their influence on public perception towards AI governance. Specifically, it explores whether individuals who support a pause in AI development also believe that government intervention is crucial, and vice versa. By examining the intersection of these indicators, this research aims to shed light on the public's perceptions of the roles of both private and public entities in regulating AI development, providing valuable insights into the overall sentiment towards responsible AI governance.</p><p>The graph presented below illustrates that respondents who selected No as their answer to whether AI development beyond GPT-4 should be paused within six months, also showed a majority preference (about 85 percent of respondents, both before and after the intervention) for no government intervention to enforce a moratorium. This trend was consistent both before and after the intervention.</p><p><img src=""https://res.cloudinary.com/cea/image/upload/f_auto,q_auto/v1/mirroredImages/EoqeJCBiuJbMTKfPZ/xme7d4lofxbvycnxiukl"" /></p><p>Figure 7: Change in public opinion on AI moratorium per the Pause Government indicator of participants that chose the answer No for Pause Laboratories</p><p>The graph presented below demonstrates a shift in the preferences of respondents who chose Yes in response to whether AI development beyond GPT-4 should be halted within six months, with regards to the government's role in enforcing a moratorium, before and after the intervention. The most significant change observed was the rise in the number of participants who selected Yes to the government's implementation of a moratorium, increasing from 70 percent to 80 percent after the intervention.</p><p>&nbsp;</p><p>&nbsp;</p><p><img src=""https://res.cloudinary.com/cea/image/upload/f_auto,q_auto/v1/mirroredImages/EoqeJCBiuJbMTKfPZ/wlbgirput9qzrpbg3hkl"" /></p><p>Figure 8: Change in public opinion on AI moratorium per the Pause Government indicator of participants that chose the answer No for Pause Laboratories</p><h2><strong>Voting Likelihood</strong></h2><p>The graph presented below shows the distribution of the Voting Likelihood indicator, which measures the probability of participants voting in a referendum on temporarily pausing the training of AI systems more advanced than than GPT-4. Across all surveys, there was a general increase in both the median and mean values of the voting likelihood from before to after the intervention, except for the Fox News Article survey, which showed no change in the median value. The CNN and Time (Eliezer Yudkowsky) surveys exhibited the most substantial increase in mean value, with an increase of 1.5 points, followed by CNBC with an increase of 1.2 points. The FoxNews surveys reported the lowest mean increase in voting likelihood, with an increase of only 0.1 for the article version and 0.3 for the video version.</p><p><img src=""https://res.cloudinary.com/cea/image/upload/f_auto,q_auto/v1/mirroredImages/EoqeJCBiuJbMTKfPZ/vu5ozthucnsxny1m4xgb"" /></p><p>Figure 9: Pre-post summary of the distribution of values from a scale from 0 to 10 for the Voting Likelihood indicator across surveys</p><p><strong>Conclusion:&nbsp;</strong>Based on the results of this research, it can be suggested that the general American public's opinions on the implementation of an AI moratorium can be influenced by exposure to media about the existential risks of AI. The likelihood of voting in a moratorium of a temporary pause on the training of more advanced AI systems than GPT-4 also increased after exposure to media interventions, indicating an increased interest in the outcome of a government intervention in regulating AI development.&nbsp;</p><p>The survey findings indicate that the majority of participants in all surveys held the view that the development of AI beyond GPT-4 should either be halted or considered for a pause within the next six months. The proportion of participants who answered Yes or Maybe increased from an average of 61 percent before the intervention to 73 percent after the intervention, with a mean of 39 percent responding Yes after the intervention. Additionally, the survey results showed an upward trend in the number of participants who supported government intervention to impose a moratorium on AI development beyond GPT-4, after being informed of potential risks. This proportion increased from an average of 56 percent answering Yes or Maybe before the intervention to 69 percent after the intervention, with a mean of 35 percent responding Yes after the intervention. Furthermore, the data suggests that most respondents who believed that AI laboratories should pause development also believed that the government should enforce a moratorium, with an average of 70 percent before the intervention and 80 percent after the intervention.</p><p>In a final note, the surveys revealed variations in responses across different media sources, suggesting the importance of media framing and messaging in shaping public opinion on complex issues such as AI existential risk. This underscores the need for future research to investigate the impact of narrative framing in media intervention. In general, these findings highlight the need for continued public discourse and education on the capabilities of AI and the risks that come with them, as well as the importance of responsible development and governance in this rapidly advancing field.</p><br /><br /><a href=""https://www.lesswrong.com/posts/FsrGf8ey9Hz6vqQjs/crosspost-unveiling-the-american-public-opinion-on-ai#comments"">Discuss</a>",https://www.lesswrong.com/posts/FsrGf8ey9Hz6vqQjs/crosspost-unveiling-the-american-public-opinion-on-ai,"Mon, 08 May 2023 14:09:27 GMT",neutral,17.095224,0.52785575
LessWrong,Thriving in the Weird Times: Preparing for the 100X Economy,"Published on May 8, 2023 1:44 PM GMT<br /><br /><p><i>Epistemic status: Confident in the general concept, but not in the specific details.</i></p><p>The world is changing fast. As soon as 2026<span class=""footnote-reference"" id=""fnrefp53t5bf6ljf""><sup><a href=""https://www.lesswrong.com/feed.xml#fnp53t5bf6ljf"">[1]</a></sup></span>, we may experience an exponential increase in personal productivity, intelligence, and overall capacity to influence the world, powered by new AI tools. <strong>To remain relevant in this new era, individuals must embrace these tools.&nbsp;</strong></p><p>In this emerging economy, certain factors will determine one's ability to excel:</p><ul><li><strong>Easily transmitted and quickly acquired factors</strong>, such as access to public AI tools like <a href=""https://openai.com/blog/chatgpt"">ChatGPT</a>, <a href=""https://github.com/Significant-Gravitas/Auto-GPT"">AutoGPT</a>, and new AI assistants, as well as novel productivity workflows and strategies<span class=""footnote-reference"" id=""fnrefe8vgog6utx6""><sup><a href=""https://www.lesswrong.com/feed.xml#fne8vgog6utx6"">[2]</a></sup></span>. Since the disparity in access to these resources among individuals will be minimal, this post will not focus on them.</li><li><strong>Resources that are difficult to transmit and slow to acquire</strong>, which will be the key differentiators among people in this rapidly evolving technological landscape. Examples include personal datasets, trained mental habits, and the ability to swiftly adapt to new AI tools and workflows. Gaining these resources might take months or even years and cannot be easily condensed into a brief period. For instance, fully realizing the productivity benefits of new AI tools like <a href=""https://github.com/features/copilot"">GitHub Copilot</a> requires individuals to deeply adapt their coding practices.</li></ul><p>To succeed in this environment, it is vital to identify and begin acquiring these slow-to-acquire resources now to gain a competitive advantage. It is preferable to possess unused resources than to encounter insurmountable bottlenecks in the future. Here are some essential resources for this new era:</p><ol><li><strong>Mental habits:</strong> Learn to effectively use new AI tools, verbalize thoughts and ideas, and manage tight feedback loops with AI. Cultivating a habit of continuous learning and adaptation to new technologies is crucial. Becoming a skilled <a href=""https://www.lesswrong.com/posts/bxt7uCiHam4QXrQAA/cyborgism"">cyborg</a> will be necessary to harness future AI creativity.</li><li><strong>Personal datasets:</strong> Assembling and curating personal datasets for use with personal assistants or AI model training could become individuals' most valuable digital assets in the new economy<span class=""footnote-reference"" id=""fnrefqozt8mntnti""><sup><a href=""https://www.lesswrong.com/feed.xml#fnqozt8mntnti"">[3]</a></sup></span>. Start building these datasets now to ensure you have the necessary information for future AI tools. One example is a friend who has recorded everything on his screen for the past two years, which could be leveraged by future AI assistants.</li><li><strong>Classic capital:</strong> Money will still matter. Access to financial resources allows for flexibility and investment opportunities in new tools, training, and staying ahead of competitors. If the economy begins growing rapidly<span class=""footnote-reference"" id=""fnreffpxxdqknt7c""><sup><a href=""https://www.lesswrong.com/feed.xml#fnfpxxdqknt7c"">[4]</a></sup></span>, having significant initial capital is the best way to benefit from this growth. As AI tools advance and become more expensive, subscribing to them will be essential for boosting productivity. The cost of these tools could surpass $1000 per month (recall that GPT4-32k is $1 per call).</li></ol><p>To acquire these resources, it is important to prioritize and focus on the most useful ones right now to already create compounding returns, as well as those that will take the longest to acquire. Example of probably good investments right now are:</p><p>To obtain these resources, prioritize and focus on the ones most valuable right now to create compounding returns, and those that will take the longest to acquire. Examples of wise investments at the moment include:</p><ul><li>Learning to use <a href=""https://python.langchain.com/en/latest/index.html"">LangChain</a> and rewriting <a href=""https://github.com/Significant-Gravitas/Auto-GPT"">AutoGPT</a> to train building AI tools</li><li>Regularly selecting and integrating new tools into your workflow</li><li>Training in prompt engineering techniques to enhance your intuitions on language models</li><li>Developing the habit of verbalizing thoughts and saving them using <a href=""https://otter.ai/home"">Otter.ai</a> or <a href=""https://replicate.com/openai/whisper"">Whisper</a> to build your personal dataset</li></ul><p>In conclusion, to thrive in the 100X economy and remain relevant amidst rapidly advancing technology, it is crucial to adopt new AI tools and begin acquiring slow-to-acquire resources now. Identifying and prioritizing these resources, such as mental habits and personal datasets, can give individuals a competitive edge and position them for success in the weird times ahead.</p><p>&nbsp;</p><p>Do you think there are important points missing in preparing for this wild future?</p><p>&nbsp;</p><ol class=""footnotes""><li class=""footnote-item"" id=""fnp53t5bf6ljf""><span class=""footnote-back-link""><sup><strong><a href=""https://www.lesswrong.com/feed.xml#fnrefp53t5bf6ljf"">^</a></strong></sup></span><div class=""footnote-content""><p>2026 mainly reflects the fact that we have short timelines. This market could be relevant to our prediction of short term economic change :</p><figure class=""media""><div>
				<div class=""manifold-preview"">
					
				</div>
			</div></figure></div></li><li class=""footnote-item"" id=""fne8vgog6utx6""><span class=""footnote-back-link""><sup><strong><a href=""https://www.lesswrong.com/feed.xml#fnrefe8vgog6utx6"">^</a></strong></sup></span><div class=""footnote-content""><p>A further question to explore is how to filter the ever expanding list of new tools and workflows. I hope LessWrong can stay a place where high quality productivity information is filtered and curated.</p></div></li><li class=""footnote-item"" id=""fnqozt8mntnti""><span class=""footnote-back-link""><sup><strong><a href=""https://www.lesswrong.com/feed.xml#fnrefqozt8mntnti"">^</a></strong></sup></span><div class=""footnote-content""><p>Another possiblitity is that assistants will be good at modelling their user from little interaction, so the large initial dataset will be less useful.</p><p>Types of data which could be valuable could be notes database, unstructured voice and screen recordings, measurements à la <a href=""https://www.lesswrong.com/tag/quantified-self"">Quantified self</a>.</p></div></li><li class=""footnote-item"" id=""fnfpxxdqknt7c""><span class=""footnote-back-link""><sup><strong><a href=""https://www.lesswrong.com/feed.xml#fnreffpxxdqknt7c"">^</a></strong></sup></span><div class=""footnote-content""><p>If <a href=""https://www.openphilanthropy.org/research/modeling-the-human-trajectory/"">Roodman's model</a> of economic growth holds, prepare for serious gains.</p></div></li></ol><br /><br /><a href=""https://www.lesswrong.com/posts/x6eGsJGNtH3Sagxwu/thriving-in-the-weird-times-preparing-for-the-100x-economy#comments"">Discuss</a>",https://www.lesswrong.com/posts/x6eGsJGNtH3Sagxwu/thriving-in-the-weird-times-preparing-for-the-100x-economy,"Mon, 08 May 2023 13:44:40 GMT",neutral,18.52086,1.0976464
